transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,transaction_amount,payment_method,card_number,cvv
T0024942,C06539,P0437,2025-02-24,1,612.56,612.56,Cash,4412477614791493,199
T0024943,C06775,P0449,2025-01-28,1,4973.41,4973.41,Debit Card,213173621394095,2067
T0024944,C03545,P0658,2024-09-19,2,3229.58,6459.16,Debit Card,180060023799204,996
T0024945,C08217,P0206,2025-11-21,4,4539.3,18157.2,Debit Card,6549522299047579,025
T0024946,C09382,P0475,2026-03-23,4,943.06,3772.24,Credit Card,6528976850821936,015
T0024947,C07306,P0039,2026-07-31,3,3418.38,10255.14,Credit Card,3580771241326980,882
T0024948,C04262,P0379,2025-08-06,5,1287.99,6439.95,Credit Card,4687507980589,548
T0024949,C00771,P0600,2026-06-07,5,3302.67,16513.35,Cash,4846773917801187,638
T0024950,C08233,P0755,2026-07-07,2,2095.84,4191.68,Cash,6517754156376084,043
T0024951,C02851,P0461,2025-01-09,4,694.07,2776.28,Cash,30517064625962,860
T0024952,C02635,P0931,2025-07-28,5,503.03,2515.15,Debit Card,30275035011784,761
T0024953,C02617,P0447,2025-11-16,1,674.65,674.65,Debit Card,579344865848,7573
T0024954,C09865,P0168,2026-05-02,2,4101.2,8202.4,Debit Card,6011141416265193,552
T0024955,C05825,P0979,2026-04-22,5,2577.85,12889.25,Credit Card,5479290012218507,5887
T0024956,C07919,P0116,2025-08-21,1,2788.46,2788.46,Cash,4379675935032890,322
T0024957,C04508,P0779,2026-04-02,5,4682.34,23411.7,Debit Card,341703417210397,981
T0024958,C00732,P0847,2026-05-08,5,2092.75,10463.75,Credit Card,6542632203339561,427
T0024959,C01051,P0233,2026-07-05,2,4255.4,8510.8,Credit Card,213175294764421,759
T0024960,C09446,P0898,2025-07-25,3,1253.88,3761.64,UPI,4319817372474971849,573
T0024961,C01146,P0952,2026-06-18,2,2181.55,4363.1,Credit Card,2246024270747090,4687
T0024962,C07562,P0853,2026-07-27,3,1916.98,5750.94,Debit Card,346609670691170,419
T0024963,C02699,P0940,2025-09-30,3,4510.62,13531.86,UPI,639071115187,3033
T0024964,C05127,P0762,2025-03-18,1,2699.0,2699.0,Cash,4227895002439,384
T0024965,C09362,P0175,2024-09-09,2,3453.73,6907.46,Credit Card,4298264654500318,696
T0024966,C03820,P0568,2025-03-18,1,3223.84,3223.84,Credit Card,3580479877389369,172
T0024967,C01529,P0549,2025-12-14,1,1841.05,1841.05,Debit Card,4297372540757900,376
T0024968,C08164,P0958,2025-08-08,1,1437.49,1437.49,UPI,4899946700970958362,700
T0024969,C09325,P0238,2025-07-27,4,4050.59,16202.36,Debit Card,180081169993377,797
T0024970,C09562,P0652,2025-09-18,3,2792.41,8377.23,Debit Card,347029678479362,604
T0024971,C03258,P0516,2026-03-27,2,4758.9,9517.8,UPI,3563558954315925,327
T0024972,C03059,P0011,2026-07-18,2,1425.46,2850.92,Cash,3597504894811706,797
T0024973,C07014,P0884,2026-05-08,2,3550.49,7100.98,Debit Card,4381170495652473,231
T0024974,C08611,P0405,2026-05-04,2,1936.08,3872.16,Cash,4624307318552129,140
T0024975,C06366,P0281,2024-12-24,5,3889.68,19448.4,Debit Card,180045420590934,550
T0024976,C01411,P0995,2026-01-18,5,2821.25,14106.25,UPI,3581837449627435,3123
T0024977,C06729,P0581,2025-11-19,1,4164.0,4164.0,Debit Card,349867421590664,428
T0024978,C03451,P0454,2025-04-17,1,4446.05,4446.05,Cash,2256741680486087,476
T0024979,C08538,P0919,2026-07-04,1,533.54,533.54,Cash,3568847384284883,158
T0024980,C06720,P0764,2026-04-19,2,4986.0,9972.0,Debit Card,4610094941012,103
T0024981,C07175,P0600,2024-11-02,2,3302.67,6605.34,Cash,639068686620,199
T0024982,C06866,P0825,2026-02-22,3,3841.96,11525.88,Credit Card,180024680431469,776
T0024983,C05343,P0735,2024-11-23,3,1659.0,4977.0,Credit Card,639033456208,047
T0024984,C07514,P0284,2025-08-12,4,2864.72,11458.88,Credit Card,4081858309384,574
T0024985,C09524,P0890,2025-02-03,1,4888.52,4888.52,Cash,30539499613538,077
T0024986,C05978,P0237,2025-07-13,4,2632.65,10530.6,Debit Card,3540694459815230,138
T0024987,C01479,P0187,2025-03-03,4,3152.4,12609.6,UPI,4406644481593132,290
T0024988,C04854,P0174,2025-02-16,3,2028.28,6084.84,UPI,4531628814782,377
T0024989,C08832,P0411,2025-09-04,5,741.9,3709.5,Cash,4763650441957065210,756
T0024990,C07878,P0929,2026-04-09,3,3930.26,11790.78,Debit Card,4264089226869126527,4972
T0024991,C05429,P0057,2026-04-13,1,392.6,392.6,UPI,676392144322,795
T0024992,C08172,P0605,2025-10-21,3,2418.73,7256.19,Cash,4243347603005962,721
T0024993,C07618,P0899,2025-03-22,1,3436.01,3436.01,Cash,30079278036874,508
T0024994,C01817,P0339,2025-04-23,3,4111.72,12335.16,Credit Card,566265214411,566
T0024995,C05322,P0973,2024-12-13,3,3208.99,9626.97,Debit Card,30207037960247,371
T0024996,C04434,P0785,2026-03-04,4,1568.69,6274.76,Debit Card,639012722216,240
T0024997,C08905,P0210,2024-11-09,1,1097.72,1097.72,Debit Card,3520049455869646,457
T0024998,C05653,P0217,2026-01-23,5,203.6,1018.0,Cash,582838088182,846
T0024999,C03714,P0024,2025-02-28,4,3193.14,12772.56,Credit Card,060447831482,387
T0025000,C00027,P0392,2024-09-28,2,4552.66,9105.32,Credit Card,30189011009458,7998
T0025001,C03672,P0362,2024-11-07,4,1212.11,4848.44,Cash,30350350970649,6626
T0025002,C06531,P0220,2026-06-04,3,616.23,1848.69,Debit Card,6011120828682229,342
T0025003,C05044,P0911,2026-05-09,4,1606.7,6426.8,UPI,4749601951068017,389
T0025004,C04607,P0578,2025-11-16,2,4657.59,9315.18,Credit Card,6011068134447516,600
T0025005,C03941,P0711,2026-03-02,5,4697.8,23489.0,Debit Card,6011158826844441,1407
T0025006,C07765,P0134,2024-12-02,5,172.69,863.45,Cash,4563312745844175,676
T0025007,C03788,P0514,2025-09-05,3,908.82,2726.46,Debit Card,4828714611617778,716
T0025008,C01746,P0810,2026-03-31,2,4676.18,9352.36,Credit Card,2703514232444659,163
T0025009,C03361,P0069,2024-12-21,3,1685.62,5056.86,Cash,577009110815,905
T0025010,C04094,P0950,2025-01-21,5,4215.99,21079.95,Credit Card,6011367610244615,549
T0025011,C02579,P0282,2025-11-11,2,4547.1,9094.2,Debit Card,3503130424133255,757
T0025012,C08988,P0604,2024-12-16,5,3906.76,19533.8,Cash,3570416401587292,5079
T0025013,C06200,P0710,2024-12-16,1,1999.82,1999.82,UPI,30381579675628,515
T0025014,C01840,P0682,2024-12-06,3,2226.05,6678.15,Cash,4083424639984690375,089
T0025015,C08162,P0910,2026-04-20,1,3307.64,3307.64,UPI,30574771754320,4350
T0025016,C00095,P0194,2025-02-18,5,358.22,1791.1,Credit Card,180091144871721,075
T0025017,C03114,P0088,2026-05-10,1,1925.92,1925.92,UPI,180026686458081,197
T0025018,C07459,P0692,2026-02-16,5,4516.44,22582.2,UPI,30376376111389,268
T0025019,C05189,P0204,2025-01-11,5,866.97,4334.85,Credit Card,3548376464793956,659
T0025020,C09425,P0481,2024-09-14,3,1881.76,5645.28,Cash,2413401878710455,477
T0025021,C00831,P0772,2026-03-02,3,3669.04,11007.12,UPI,370621243327306,426
T0025022,C06940,P0470,2026-01-30,2,618.68,1237.36,Cash,4525948832204064797,924
T0025023,C07726,P1000,2025-05-16,1,72.03,72.03,Debit Card,4747648970409975707,761
T0025024,C01032,P0656,2024-12-13,5,2083.44,10417.2,Debit Card,4396288142919503129,549
T0025025,C02856,P0935,2026-07-13,3,2069.82,6209.46,Credit Card,4453303549295857,314
T0025026,C01364,P0131,2025-11-15,2,2061.57,4123.14,Credit Card,3598437485403980,561
T0025027,C09169,P0373,2025-12-20,2,2332.69,4665.38,Debit Card,2714120814854476,320
T0025028,C00677,P0128,2026-05-08,4,1575.88,6303.52,Cash,4381937360061117,750
T0025029,C06009,P0388,2026-01-17,3,1290.6,3871.8,Credit Card,4775348384020705,242
T0025030,C02616,P0222,2026-05-12,4,3049.17,12196.68,UPI,6011239166208056,559
T0025031,C05972,P0511,2026-03-17,1,4534.32,4534.32,Debit Card,346680257606709,611
T0025032,C07385,P0849,2026-07-25,4,1312.23,5248.92,Cash,6529298276450391,472
T0025033,C08566,P0949,2026-01-30,4,1558.06,6232.24,Cash,3524526552298502,151
T0025034,C03346,P0256,2025-06-12,3,2789.69,8369.07,UPI,2625144939787062,121
T0025035,C04776,P0371,2024-09-29,5,1943.59,9717.95,Cash,4431354525967867,5193
T0025036,C05429,P0416,2024-12-20,3,2957.33,8871.99,Cash,4253757100501676,579
T0025037,C08749,P0658,2025-01-28,5,3229.58,16147.9,Credit Card,3539378605220478,082
T0025038,C05335,P0111,2025-02-09,5,830.85,4154.25,Credit Card,349198084313172,932
T0025039,C06882,P0183,2025-01-25,3,4161.32,12483.96,Cash,3543791144394386,910
T0025040,C05558,P0170,2025-03-24,2,170.91,341.82,Cash,213121016309392,435
T0025041,C05247,P0117,2025-11-29,5,3043.91,15219.55,Credit Card,2294767812742869,431
T0025042,C02825,P0481,2026-05-23,3,1881.76,5645.28,Credit Card,376352723151578,663
T0025043,C04906,P0093,2024-11-10,4,3691.9,14767.6,Credit Card,180021229462880,025
T0025044,C06412,P0118,2024-12-05,4,3453.11,13812.44,Cash,373836142786868,500
T0025045,C02474,P0869,2024-09-21,2,4327.22,8654.44,UPI,4934895618418592468,756
T0025046,C08324,P0727,2025-12-02,1,3619.86,3619.86,Credit Card,3570882674797050,332
T0025047,C06095,P0591,2025-04-09,4,2174.73,8698.92,Cash,340538710696426,405
T0025048,C03601,P0204,2026-04-15,4,866.97,3467.88,Debit Card,676272543536,599
T0025049,C00848,P0984,2026-03-09,4,2439.72,9758.88,Cash,180016117295152,794
T0025050,C02465,P0022,2026-04-17,1,1882.4,1882.4,Credit Card,6011205945765328,512
T0025051,C00048,P0365,2026-07-28,3,873.51,2620.53,Cash,30507837041209,045
T0025052,C05114,P0446,2024-12-22,5,1644.45,8222.25,Credit Card,30491714781361,6228
T0025053,C05783,P0628,2026-04-29,4,2589.78,10359.12,UPI,213108473594418,758
T0025054,C07457,P0134,2026-07-16,3,172.69,518.07,Debit Card,213105161593272,543
T0025055,C04208,P0931,2025-05-03,3,503.03,1509.09,Cash,2288837704636780,048
T0025056,C03146,P0048,2026-07-25,4,4359.07,17436.28,Credit Card,344512264486969,577
T0025057,C01025,P0917,2025-09-16,1,4942.97,4942.97,Cash,4462618835978739473,493
T0025058,C06842,P0582,2025-07-11,1,3095.97,3095.97,Debit Card,3583101240564182,293
T0025059,C01159,P0815,2025-07-29,1,447.24,447.24,Debit Card,4531635165628648,124
T0025060,C03817,P0527,2025-02-11,2,2990.7,5981.4,Cash,4618934063450523943,852
T0025061,C02314,P0010,2025-12-18,2,4038.81,8077.62,Debit Card,060407301070,252
T0025062,C01362,P0436,2025-06-05,4,309.38,1237.52,UPI,30433880111163,315
T0025063,C00229,P0391,2026-08-07,3,1856.06,5568.18,Debit Card,3570754372522280,436
T0025064,C01509,P0875,2025-11-13,3,3828.64,11485.92,Credit Card,6011822789160653,440
T0025065,C06338,P0443,2024-08-18,3,4993.0,14979.0,Credit Card,2720537356582292,885
T0025066,C00327,P0123,2024-08-09,1,2237.09,2237.09,Cash,4306036990727874,228
T0025067,C09905,P0077,2024-11-24,4,2042.98,8171.92,Credit Card,2720803607002856,593
T0025068,C09292,P0788,2025-01-31,3,3092.4,9277.2,UPI,213120450645907,228
T0025069,C00242,P0201,2026-02-08,3,1136.14,3408.42,Cash,343972464447453,757
T0025070,C06348,P0526,2025-06-27,1,3241.1,3241.1,Credit Card,348078469777160,154
T0025071,C01853,P0803,2024-10-21,2,703.12,1406.24,Cash,2262534900904324,9896
T0025072,C04422,P0773,2026-02-14,1,971.69,971.69,Credit Card,4268463943947183,544
T0025073,C05170,P0188,2026-07-22,5,433.54,2167.7,Debit Card,213144573225249,242
T0025074,C00043,P0309,2026-01-10,1,2618.87,2618.87,Cash,6011021610716532,373
T0025075,C03676,P0116,2025-02-10,4,2788.46,11153.84,Cash,3565760807355367,893
T0025076,C01927,P0345,2025-04-19,2,4354.53,8709.06,Cash,4377184687904507,353
T0025077,C08412,P0390,2026-07-17,5,3953.62,19768.1,UPI,4454376003224158,645
T0025078,C00349,P0975,2026-06-03,5,3252.65,16263.25,UPI,342515255128815,0144
T0025079,C05647,P0795,2025-07-03,2,2664.46,5328.92,UPI,213135602666072,582
T0025080,C08320,P0814,2025-07-27,1,4354.62,4354.62,Credit Card,561632352234,787
T0025081,C02189,P0219,2025-05-08,2,1230.8,2461.6,UPI,3503112432753456,260
T0025082,C06381,P0544,2026-06-24,4,4840.1,19360.4,UPI,579586883368,973
T0025083,C09794,P0995,2025-08-30,3,2821.25,8463.75,UPI,4889064480027188,1582
T0025084,C08064,P0092,2024-09-26,1,1518.7,1518.7,Cash,3586007864914735,218
T0025085,C02934,P0462,2025-05-26,2,4785.29,9570.58,Credit Card,4052969797971698466,561
T0025086,C08878,P0460,2024-09-22,3,2187.79,6563.37,Credit Card,675951070068,526
T0025087,C07192,P0930,2024-09-13,1,1978.63,1978.63,UPI,4041109008743014477,288
T0025088,C02653,P0563,2026-02-06,3,3407.62,10222.86,Credit Card,2575687791746303,362
T0025089,C02643,P0456,2025-11-13,4,3661.58,14646.32,UPI,4704935131811034,570
T0025090,C00888,P0991,2025-04-28,2,1536.31,3072.62,Debit Card,374209113707926,702
T0025091,C01547,P0643,2025-05-03,2,657.06,1314.12,Debit Card,4622647245155395152,159
T0025092,C04754,P0813,2025-02-22,5,4964.64,24823.2,UPI,4360144569690,634
T0025093,C05953,P0631,2024-10-03,2,382.81,765.62,Cash,3541298853524122,472
T0025094,C02440,P0197,2024-11-22,5,2411.05,12055.25,UPI,4516923246829180,458
T0025095,C06711,P0193,2025-05-06,2,1687.86,3375.72,Credit Card,30334952684956,2653
T0025096,C06082,P0499,2025-08-17,3,142.77,428.31,UPI,213190323988438,3058
T0025097,C02789,P0374,2025-07-22,3,1313.87,3941.61,Debit Card,6011992155248836,070
T0025098,C01007,P0854,2026-07-25,2,245.76,491.52,UPI,30572313377584,277
T0025099,C06892,P0937,2025-11-08,1,3010.32,3010.32,Cash,377294036277014,652
T0025100,C05256,P0704,2026-07-28,1,273.95,273.95,Credit Card,30394124925992,791
T0025101,C02381,P0181,2025-04-06,3,2997.49,8992.47,Cash,6526054999415556,1105
T0025102,C05384,P0037,2025-01-06,4,2492.9,9971.6,Debit Card,3533707419181656,491
T0025103,C00343,P0709,2025-01-27,5,3074.66,15373.3,Cash,4662325089758058,243
T0025104,C02397,P0644,2025-02-22,4,904.65,3618.6,Cash,4807831703552,742
T0025105,C09664,P0156,2026-04-01,1,3351.12,3351.12,Debit Card,4362961469970,502
T0025106,C05762,P0185,2026-01-15,2,1333.0,2666.0,Cash,676264364248,295
T0025107,C07162,P0654,2026-06-29,1,3079.14,3079.14,Credit Card,180017010773014,969
T0025108,C04579,P0320,2025-10-17,3,4353.37,13060.11,Debit Card,2700000817236903,869
T0025109,C00893,P0147,2025-10-29,5,3656.3,18281.5,Debit Card,6525804270384421,325
T0025110,C02437,P0671,2026-04-08,4,897.44,3589.76,Cash,180022336478538,904
T0025111,C04076,P0495,2026-07-06,4,3747.72,14990.88,Credit Card,30441492117429,335
T0025112,C02184,P0793,2025-11-11,2,1274.95,2549.9,UPI,4335161085630,395
T0025113,C00001,P0045,2026-01-14,3,2202.09,6606.27,UPI,340161973694887,274
T0025114,C03437,P0524,2024-09-21,1,1586.52,1586.52,UPI,370912618046468,729
T0025115,C09304,P0965,2024-12-26,3,2521.55,7564.65,Credit Card,3569096991643979,105
T0025116,C06011,P0812,2026-02-27,4,3856.41,15425.64,Cash,6522410715722283,443
T0025117,C01502,P0542,2024-11-24,4,794.35,3177.4,UPI,4245086561126471,599
T0025118,C09986,P0268,2025-09-27,5,4872.76,24363.8,Debit Card,4203838007383219,726
T0025119,C00369,P0499,2025-02-26,3,142.77,428.31,UPI,3590006468071128,7309
T0025120,C00295,P0006,2026-04-25,4,3029.99,12119.96,UPI,675917779737,153
T0025121,C09206,P0369,2025-09-07,3,3424.91,10274.73,Debit Card,2285282662451000,189
T0025122,C04954,P0821,2024-11-18,4,2683.07,10732.28,Cash,4818087212677,133
T0025123,C09237,P0038,2026-04-18,4,592.76,2371.04,Cash,4344492390190932499,527
T0025124,C08417,P0205,2025-08-18,4,4904.57,19618.28,Cash,180092854298097,286
T0025125,C09303,P0221,2025-02-02,3,3512.35,10537.05,UPI,574892043971,984
T0025126,C08897,P0864,2026-04-15,1,2691.57,2691.57,Debit Card,4625252433402439,112
T0025127,C07466,P0767,2026-02-17,1,581.14,581.14,Debit Card,180000958751226,178
T0025128,C06866,P0063,2025-01-23,2,4503.09,9006.18,Debit Card,676117960713,974
T0025129,C09629,P0317,2025-09-18,2,485.9,971.8,Credit Card,4231281220159,224
T0025130,C03045,P0598,2024-09-17,2,3749.22,7498.44,Cash,675902514644,587
T0025131,C04289,P0708,2026-02-04,3,4135.29,12405.87,Cash,3579882432681068,304
T0025132,C06607,P0172,2025-10-19,3,2101.48,6304.44,UPI,6526020644833279,645
T0025133,C07077,P0742,2026-04-06,2,3539.69,7079.38,UPI,3518368570047563,583
T0025134,C04071,P0492,2025-11-21,2,88.05,176.1,Debit Card,213161356277999,706
T0025135,C08031,P0089,2025-02-13,5,4636.26,23181.3,UPI,347948937086587,456
T0025136,C07767,P0711,2025-03-23,3,4697.8,14093.4,UPI,3548715088698622,772
T0025137,C01811,P0501,2024-10-04,5,2051.89,10259.45,Credit Card,4272626728252730,527
T0025138,C03387,P0453,2025-02-15,2,4334.19,8668.38,Credit Card,4872864518407818,584
T0025139,C04110,P0635,2025-04-18,3,731.59,2194.77,Debit Card,30208288291811,214
T0025140,C03422,P0335,2024-11-07,5,993.52,4967.6,UPI,3531729165224839,089
T0025141,C08203,P0570,2024-08-17,3,667.15,2001.45,Cash,676334631477,273
T0025142,C09296,P0108,2025-12-02,3,412.64,1237.92,Debit Card,3540591912447090,724
T0025143,C01603,P0213,2024-09-30,2,4182.81,8365.62,UPI,213153291174886,4320
T0025144,C08743,P0690,2024-10-31,3,1486.55,4459.65,Credit Card,4045200724539999,975
T0025145,C01918,P0162,2025-05-19,1,1090.4,1090.4,Credit Card,373544388454536,165
T0025146,C01295,P0015,2025-05-16,2,2324.15,4648.3,Debit Card,639075883616,854
T0025147,C01983,P0222,2025-12-10,2,3049.17,6098.34,Credit Card,4170889879051107381,551
T0025148,C06266,P0996,2025-04-11,5,3998.89,19994.45,Debit Card,213108144732298,971
T0025149,C01195,P0874,2024-10-08,3,2775.68,8327.04,Cash,630416033540,825
T0025150,C06291,P0742,2024-12-04,5,3539.69,17698.45,Credit Card,5468705270362419,083
T0025151,C05208,P0233,2025-04-19,2,4255.4,8510.8,UPI,4022534225101678,5385
T0025152,C01656,P0816,2025-07-19,4,3284.99,13139.96,UPI,587083351607,700
T0025153,C07697,P0491,2025-04-20,2,1141.57,2283.14,Credit Card,4263156008046223,888
T0025154,C06560,P0759,2024-11-24,2,3270.17,6540.34,Cash,345633436133278,336
T0025155,C00837,P0544,2025-08-20,5,4840.1,24200.5,Cash,2457421203974086,624
T0025156,C07518,P0686,2026-04-23,1,697.29,697.29,Cash,378263563824273,743
T0025157,C03661,P0158,2025-06-11,1,999.61,999.61,Cash,4961814910211,241
T0025158,C03723,P0376,2025-07-03,3,2755.66,8266.98,UPI,4269120827016,238
T0025159,C01368,P0736,2026-07-15,3,1915.28,5745.84,Credit Card,180071133005812,693
T0025160,C03252,P0605,2026-06-04,5,2418.73,12093.65,Cash,4320822676422431,706
T0025161,C06817,P0852,2025-05-04,4,4155.56,16622.24,Credit Card,3545469278348571,825
T0025162,C05367,P0454,2025-02-28,5,4446.05,22230.25,Cash,060466496969,993
T0025163,C01558,P0795,2025-03-28,2,2664.46,5328.92,Credit Card,2718868337345382,261
T0025164,C09143,P0257,2025-11-21,4,4983.33,19933.32,Debit Card,4025464394156757,304
T0025165,C09982,P0437,2025-06-14,1,612.56,612.56,Credit Card,374461028665430,621
T0025166,C07589,P0909,2026-05-26,5,4631.64,23158.2,Debit Card,6011735843394540,594
T0025167,C00480,P0391,2025-06-06,1,1856.06,1856.06,Credit Card,3593617382185898,485
T0025168,C07804,P0810,2024-11-28,2,4676.18,9352.36,Debit Card,4072917428118902618,357
T0025169,C09137,P0570,2025-04-26,1,667.15,667.15,Debit Card,4835546275356868,908
T0025170,C03971,P0843,2025-06-15,5,1534.45,7672.25,Cash,3582989378268910,282
T0025171,C09794,P0543,2026-03-27,5,3334.88,16674.4,UPI,4187218246626713562,874
T0025172,C08685,P0588,2026-07-17,1,360.9,360.9,Debit Card,6563390274917690,985
T0025173,C07839,P0634,2025-05-04,2,1891.47,3782.94,Debit Card,213167527181960,1388
T0025174,C02455,P0820,2026-07-05,5,2341.87,11709.35,UPI,4660824562513,212
T0025175,C06846,P0331,2025-07-13,5,4666.63,23333.15,Credit Card,340752811047328,987
T0025176,C01199,P0454,2026-02-28,1,4446.05,4446.05,Credit Card,630449625916,7200
T0025177,C08539,P0269,2025-09-04,3,3502.22,10506.66,Credit Card,6559247168216124,660
T0025178,C00701,P0549,2025-08-28,5,1841.05,9205.25,Cash,2228883829283671,796
T0025179,C05485,P0912,2026-06-05,3,763.75,2291.25,Credit Card,213126145246837,784
T0025180,C04544,P0073,2025-05-08,4,2064.95,8259.8,Debit Card,3516338953801102,338
T0025181,C04589,P0981,2025-12-25,4,2256.6,9026.4,Credit Card,4130682444637623,472
T0025182,C07427,P0264,2025-03-15,3,1450.84,4352.52,Cash,30364907478956,476
T0025183,C04661,P0542,2025-07-16,5,794.35,3971.75,UPI,3567962689126860,533
T0025184,C08688,P0013,2024-10-03,2,528.75,1057.5,Credit Card,3590968122138298,244
T0025185,C09169,P0406,2024-11-05,2,3390.44,6780.88,UPI,4965649562509165,550
T0025186,C03066,P0249,2026-03-13,1,2607.3,2607.3,Debit Card,4353395735205668497,211
T0025187,C06576,P0248,2026-01-31,3,4406.53,13219.59,Debit Card,4856108815709090,827
T0025188,C06879,P0921,2026-07-17,5,3088.63,15443.15,Debit Card,501864641250,291
T0025189,C05303,P0995,2026-04-04,5,2821.25,14106.25,Debit Card,4374495550214797,636
T0025190,C05972,P0647,2026-07-21,3,2733.75,8201.25,Credit Card,4702238750389032,733
T0025191,C03790,P0640,2025-08-15,2,3886.07,7772.14,Credit Card,3571847205975532,0774
T0025192,C09407,P0937,2026-03-15,2,3010.32,6020.64,Credit Card,6536770439689587,980
T0025193,C06813,P0524,2025-12-05,1,1586.52,1586.52,Cash,4663249227105403,245
T0025194,C07265,P0908,2025-04-07,2,1391.92,2783.84,Credit Card,213180329906153,829
T0025195,C00390,P0883,2025-08-24,1,730.58,730.58,Cash,342619623137936,097
T0025196,C06426,P0903,2025-08-17,5,898.35,4491.75,Debit Card,3580381902308960,097
T0025197,C04687,P0265,2025-10-05,1,1010.88,1010.88,Cash,4369699186726788,657
T0025198,C02132,P0497,2024-09-08,5,2815.68,14078.4,Cash,38249268978292,203
T0025199,C02876,P0472,2025-07-31,1,2826.78,2826.78,Cash,4419444470617124,199
T0025200,C03398,P0590,2024-10-29,1,1247.59,1247.59,UPI,379243955642862,442
T0025201,C07133,P0967,2025-08-29,1,2144.48,2144.48,UPI,2568438287135844,550
T0025202,C05381,P0432,2026-02-12,5,2724.07,13620.35,Cash,4803338878644785,348
T0025203,C08745,P0272,2025-06-08,5,2373.51,11867.55,Debit Card,4340944480983,174
T0025204,C00531,P0378,2024-09-17,2,3212.75,6425.5,Debit Card,30160900081460,126
T0025205,C01714,P0030,2025-09-03,5,4388.02,21940.1,Credit Card,4944184453517,884
T0025206,C01841,P0418,2024-10-23,1,2070.17,2070.17,Debit Card,4004383471438,485
T0025207,C02630,P0203,2025-05-05,3,3411.75,10235.25,Cash,30432108549295,464
T0025208,C01787,P0469,2026-05-20,1,585.68,585.68,UPI,3553353792684936,450
T0025209,C01263,P0798,2025-12-02,4,2884.87,11539.48,Debit Card,3570134280597635,130
T0025210,C01489,P0268,2025-04-19,5,4872.76,24363.8,UPI,30055954874044,959
T0025211,C05768,P0348,2025-04-17,2,4571.48,9142.96,Credit Card,3524045539669206,938
T0025212,C06414,P0340,2025-11-19,3,1527.85,4583.55,UPI,3598376667984278,559
T0025213,C06253,P0275,2024-11-23,3,4119.47,12358.41,UPI,30061731135055,589
T0025214,C04971,P0844,2025-02-11,3,2712.74,8138.22,Credit Card,4144291298247903,235
T0025215,C05905,P0266,2026-01-13,4,938.24,3752.96,Cash,4803744885912298484,964
T0025216,C09596,P0183,2025-10-26,5,4161.32,20806.6,Credit Card,370821309619246,163
T0025217,C09942,P0558,2025-11-24,1,4518.15,4518.15,UPI,36640265320243,406
T0025218,C07370,P0171,2025-12-06,4,3075.81,12303.24,Credit Card,213157542761490,935
T0025219,C08527,P0843,2025-04-23,4,1534.45,6137.8,Cash,30132272477683,935
T0025220,C02694,P0502,2025-04-28,4,620.11,2480.44,Cash,2460591139512633,266
T0025221,C04779,P0720,2024-09-23,3,2474.74,7424.22,Cash,6584653007300376,986
T0025222,C01747,P0732,2024-12-15,3,2534.01,7602.03,UPI,4827819677256989706,780
T0025223,C02126,P0610,2024-09-14,1,4946.16,4946.16,Debit Card,2274876149417444,605
T0025224,C09641,P0418,2024-08-12,2,2070.17,4140.34,UPI,30260165754585,177
T0025225,C02910,P0982,2025-03-21,4,3873.09,15492.36,UPI,346496326100495,842
T0025226,C03096,P0981,2025-09-17,3,2256.6,6769.8,Debit Card,30254981585448,732
T0025227,C09300,P0815,2025-10-14,1,447.24,447.24,Cash,4657857851761156,276
T0025228,C05686,P0643,2025-06-08,1,657.06,657.06,Credit Card,349583081855699,148
T0025229,C08659,P0297,2026-07-21,4,787.5,3150.0,Debit Card,30258984897890,772
T0025230,C08457,P0187,2026-02-04,5,3152.4,15762.0,Debit Card,6598626803547857,412
T0025231,C00985,P0800,2024-09-20,2,625.39,1250.78,UPI,4447477572043,667
T0025232,C01142,P0982,2025-02-11,5,3873.09,19365.45,UPI,5148096937829091,802
T0025233,C08183,P0993,2025-05-06,2,4010.25,8020.5,Credit Card,3539793840218998,265
T0025234,C03087,P0915,2025-05-26,5,4487.8,22439.0,UPI,3592668673086999,200
T0025235,C00934,P0839,2025-06-04,1,3409.81,3409.81,Debit Card,3512097492528246,682
T0025236,C07244,P0633,2026-03-11,2,3045.22,6090.44,Credit Card,3518307453429209,4938
T0025237,C03002,P0809,2026-03-04,1,3516.91,3516.91,Cash,180009600793429,603
T0025238,C04340,P0921,2025-04-03,1,3088.63,3088.63,Debit Card,2424024759509833,077
T0025239,C01609,P0424,2025-06-29,5,4747.6,23738.0,UPI,578385588392,350
T0025240,C07444,P0643,2025-09-23,3,657.06,1971.18,Debit Card,375636334498522,141
T0025241,C03809,P0130,2026-06-25,4,558.83,2235.32,Debit Card,639001778328,507
T0025242,C02291,P0628,2026-03-26,4,2589.78,10359.12,UPI,30404592607954,315
T0025243,C00881,P0022,2025-09-02,5,1882.4,9412.0,UPI,4866286349001996988,662
T0025244,C05641,P0190,2024-12-26,4,448.86,1795.44,UPI,2296152468246184,068
T0025245,C03749,P0344,2025-12-21,5,2739.98,13699.9,Debit Card,676361909580,480
T0025246,C05126,P0842,2026-02-25,1,3496.73,3496.73,Debit Card,2295604730761375,770
T0025247,C03631,P0884,2025-05-19,4,3550.49,14201.96,Debit Card,4415130246181578,312
T0025248,C05516,P0309,2024-09-29,2,2618.87,5237.74,Cash,4710605558543,986
